metric,value
Year=2015; Rating=[2940000 - 2950000],1
Year=2011; Rating=[690000 - 700000],1
Year=2015; Rating=[4970000 - 4980000],1
Year=2014; Rating=[480000 - 490000],2
Year=2012; Rating=[1860000 - 1870000],1
Year=2013; Rating=[2880000 - 2890000],1
Year=2010; Rating=[710000 - 720000],1
Year=2011; Rating=[6780000 - 6790000],1
Year=2012; Rating=[7170000 - 7180000],1
Year=2016; Rating=[3360000 - 3370000],1
Year=2011; Rating=[1450000 - 1460000],1
Year=2012; Rating=[2240000 - 2250000],1
Year=2013; Rating=[1670000 - 1680000],1
Year=2017; Rating=[1840000 - 1850000],1
Year=2015; Rating=[1210000 - 1220000],1
Year=2022; Rating=[180000 - 190000],1
Year=2012; Rating=[1810000 - 1820000],1
Year=2011; Rating=[1410000 - 1420000],1
Year=2010; Rating=[1500000 - 1510000],1
Year=2014; Rating=[3790000 - 3800000],1
Year=2017; Rating=[2070000 - 2080000],1
Year=2012; Rating=[2830000 - 2840000],1
Year=2013; Rating=[1090000 - 1100000],1
Year=2015; Rating=[1710000 - 1720000],1
Year=2018; Rating=[1220000 - 1230000],1
Year=2011; Rating=[1730000 - 1740000],1
Year=2021; Rating=[1010000 - 1020000],1
Year=2014; Rating=[4510000 - 4520000],1
Year=2009; Rating=[7540000 - 7550000],1
Year=2011; Rating=[2280000 - 2290000],1
Year=2009; Rating=[50000 - 60000],2
Year=2010; Rating=[1130000 - 1140000],1
Year=2009; Rating=[0 - 10000],84
Year=2018; Rating=[2870000 - 2880000],2
Year=2013; Rating=[2700000 - 2710000],1
Year=2014; Rating=[3410000 - 3420000],1
Year=2009; Rating=[10000 - 20000],4
Year=2021; Rating=[4790000 - 4800000],1
Year=2013; Rating=[130440000 - 130450000],1
Year=2020; Rating=[1360000 - 1370000],1
Year=2009; Rating=[250000 - 260000],1
Year=2009; Rating=[350000 - 360000],1
Year=2019; Rating=[2870000 - 2880000],1
Year=2009; Rating=[630000 - 640000],1
Year=2009; Rating=[20000 - 30000],1
Year=2017; Rating=[1430000 - 1440000],1
Year=2010; Rating=[770000 - 780000],1
Year=2021; Rating=[3400000 - 3410000],1
Year=2020; Rating=[820000 - 830000],1
Year=2010; Rating=[1320000 - 1330000],1
Year=2010; Rating=[910000 - 920000],1
Year=2011; Rating=[2660000 - 2670000],1
Year=2014; Rating=[6340000 - 6350000],1
Year=2016; Rating=[550000 - 560000],1
Year=2009; Rating=[640000 - 650000],1
Year=2014; Rating=[8630000 - 8640000],1
Year=2011; Rating=[8570000 - 8580000],1
Year=2019; Rating=[3480000 - 3490000],1
Year=2012; Rating=[2540000 - 2550000],1
Year=2012; Rating=[11300000 - 11310000],1
Year=2016; Rating=[2950000 - 2960000],1
Year=2011; Rating=[16310000 - 16320000],1
Year=2016; Rating=[1610000 - 1620000],1
Year=2009; Rating=[220000 - 230000],2
Year=2020; Rating=[1020000 - 1030000],1
Year=2009; Rating=[140000 - 150000],1
Year=2009; Rating=[60000 - 70000],1
Year=2013; Rating=[2970000 - 2980000],1
Year=2013; Rating=[6910000 - 6920000],1
Year=2014; Rating=[790000 - 800000],1
Year=2014; Rating=[1210000 - 1220000],1
Year=2013; Rating=[4100000 - 4110000],1
Year=2014; Rating=[4010000 - 4020000],1
Year=2019; Rating=[8200000 - 8210000],1
Year=2016; Rating=[2640000 - 2650000],1
Year=2012; Rating=[3280000 - 3290000],1
Year=2021; Rating=[580000 - 590000],1
Year=2018; Rating=[4900000 - 4910000],1
Year=2012; Rating=[5690000 - 5700000],1
Year=2013; Rating=[8520000 - 8530000],1
Year=2018; Rating=[1080000 - 1090000],1
Year=2012; Rating=[7530000 - 7540000],1
Year=2019; Rating=[3430000 - 3440000],1
Year=2016; Rating=[5650000 - 5660000],1
Year=2020; Rating=[830000 - 840000],1
Year=2014; Rating=[4610000 - 4620000],1
Year=2016; Rating=[3430000 - 3440000],1
Year=2018; Rating=[2330000 - 2340000],1
Year=2013; Rating=[7390000 - 7400000],1
Year=2011; Rating=[4210000 - 4220000],1
Year=2009; Rating=[490000 - 500000],1
Year=2010; Rating=[3370000 - 3380000],1
Year=2012; Rating=[2730000 - 2740000],1
Year=2019; Rating=[4820000 - 4830000],1
Year=2009; Rating=[90000 - 100000],1
Year=2016; Rating=[1500000 - 1510000],1
Year=2009; Rating=[70000 - 80000],1
Year=2009; Rating=[980000 - 990000],1
Year=2015; Rating=[2520000 - 2530000],1
Year=2015; Rating=[2600000 - 2610000],1
Year=2017; Rating=[3050000 - 3060000],1
Year=2010; Rating=[1880000 - 1890000],1
Year=2009; Rating=[110000 - 120000],1
Year=2020; Rating=[1120000 - 1130000],1
Year=2017; Rating=[3110000 - 3120000],1
Year=2021; Score=[0 - 1],664865
Year=2019; Score=[0 - 1],461023
Year=2022; Score=[0 - 1],557494
Year=2020; Score=[0 - 1],637929
Year=2015; Score=[0 - 1],71800
Year=2018; Score=[0 - 1],252282
Year=2017; Score=[0 - 1],175171
Year=2016; Score=[0 - 1],109308
Free=true; OffersIAP=0,3117913
Free=false; OffersIAP=0,102537
Free=true; OffersIAP=1,225755
AdSupported=true; ContainsAds=true,1498356
AdSupported=false; ContainsAds=false,1952707
Free=true; Reviews=[0 - 10000],3339970
Free=false; Reviews=[0 - 10000],107342
OffersIAP=1; Reviews=[0 - 10000],227993
OffersIAP=0; Reviews=[0 - 10000],3219319
Free=false; AdSupported=false; ContainsAds=false,100933
Free=true; AdSupported=true; ContainsAds=true,1491894
Free=true; AdSupported=false; ContainsAds=false,1851774
