metric,value
Free=true; Genre=GAME_WORD; Year=2012,84
Free=true; Genre=COMICS; Year=2019,663
Free=false; Genre=GAME_SPORTS; Year=2020,40
Free=false; Genre=ART_AND_DESIGN; Year=2021,107
Free=true; Genre=BUSINESS; Year=2011,530
Free=true; Genre=VIDEO_PLAYERS; Year=2021,3298
Free=false; Genre=GAME_ACTION; Year=2018,157
Free=true; Genre=GAME_ADVENTURE; Year=2012,41
Free=true; Genre=GAME_ARCADE; Year=2012,459
Free=false; Genre=GAME_TRIVIA; Year=2019,56
Free=true; Genre=ART_AND_DESIGN; Year=2016,426
Free=true; Genre=GAME_ARCADE; Year=2021,17692
Free=true; Genre=GAME_TRIVIA; Year=2019,2366
Free=true; Genre=NEWS_AND_MAGAZINES; Year=2021,7758
Free=true; Genre=SPORTS; Year=2020,10038
Free=true; Genre=GAME_RACING; Year=2022,3091
Free=false; Genre=GAME_ROLE_PLAYING; Year=2016,84
Free=false; Genre=ART_AND_DESIGN; Year=2013,8
Free=true; Genre=EDUCATION; Year=2020,81976
Free=false; Genre=EDUCATION; Year=2014,1078
Free=false; Genre=GAME_BOARD; Year=2016,46
Free=false; Genre=BOOKS_AND_REFERENCE; Year=2018,502
Free=true; Genre=SOCIAL; Year=2021,16833
Free=false; Genre=ENTERTAINMENT; Year=2020,652
Free=true; Genre=WEATHER; Year=2020,1435
Free=true; Genre=GAME_PUZZLE; Year=2013,1297
Free=true; Genre=BOOKS_AND_REFERENCE; Year=2018,15631
Free=true; Genre=ENTERTAINMENT; Year=2011,687
Free=false; Genre=GAME_BOARD; Year=2021,115
Free=false; Genre=COMMUNICATION; Year=2022,69
Free=true; Genre=NEWS_AND_MAGAZINES; Year=2020,10953
Free=true; Genre=GAME_STRATEGY; Year=2020,2612
Free=false; Genre=GAME_SPORTS; Year=2018,28
Free=false; Genre=BUSINESS; Year=2022,90
Free=false; Genre=BEAUTY; Year=2020,17
Free=true; Genre=EVENTS; Year=2021,4074
Free=false; Genre=DATING; Year=2021,11
Free=true; Genre=FOOD_AND_DRINK; Year=2015,1174
Free=true; Genre=GAME_RACING; Year=2017,937
Free=true; Genre=LIFESTYLE; Year=2020,31400
Free=true; Genre=COMMUNICATION; Year=2020,17864
Free=true; Genre=FINANCE; Year=2016,5148
Free=false; Genre=GAME_ACTION; Year=2017,124
Free=false; Genre=GAME_EDUCATIONAL; Year=2020,409
Free=true; Genre=MUSIC_AND_AUDIO; Year=2022,45155
Free=false; Genre=COMMUNICATION; Year=2018,153
Free=false; Genre=GAME_CASUAL; Year=2013,127
Free=true; Genre=BOOKS_AND_REFERENCE; Year=2013,2421
Free=true; Genre=GAME_WORD; Year=2017,764
Free=true; Genre=BUSINESS; Year=2019,46608
Free=true; Genre=COMICS; Year=2011,20
Free=true; Genre=PRODUCTIVITY; Year=2017,8665
Free=false; Genre=GAME_ARCADE; Year=2015,133
Free=false; Genre=GAME_BOARD; Year=2011,33
Free=true; Genre=GAME_ROLE_PLAYING; Year=2019,2082
Free=false; Genre=GAME_CASUAL; Year=2018,119
Free=false; Genre=GAME_SIMULATION; Year=2020,159
Free=true; Genre=FOOD_AND_DRINK; Year=2022,23616
Free=false; Genre=COMMUNICATION; Year=2021,122
Free=false; Genre=GAME_CARD; Year=2020,89
Free=false; Genre=GAME_CASUAL; Year=2021,242
Free=false; Genre=GAME_PUZZLE; Year=2019,325
Free=false; Genre=GAME_ROLE_PLAYING; Year=2019,172
Free=false; Genre=GAME_SIMULATION; Year=2018,130
Free=true; Genre=GAME_SPORTS; Year=2015,426
Free=false; Genre=GAME_CASUAL; Year=2017,114
Free=true; Genre=GAME_SIMULATION; Year=2012,51
Free=true; Genre=GAME_WORD; Year=2016,554
Free=true; Genre=VIDEO_PLAYERS; Year=2018,1014
Free=true; Genre=GAME_SIMULATION; Year=2019,3757
Free=true; Genre=GAME_CARD; Year=2012,273
Free=false; Genre=GAME_STRATEGY; Year=2017,68
Free=true; Genre=EVENTS; Year=2018,2210
Free=true; Genre=GAME_BOARD; Year=2012,106
Free=false; Genre=ENTERTAINMENT; Year=2013,210
Free=true; Genre=GAME_PUZZLE; Year=2015,2754
Free=true; Genre=GAME_PUZZLE; Year=2012,872
Free=false; Genre=HEALTH_AND_FITNESS; Year=2011,82
Free=true; Genre=ART_AND_DESIGN; Year=2022,5168
Free=true; Genre=SHOPPING; Year=2020,43127
Free=false; Genre=DATING; Year=2022,13
Free=false; Genre=GAME_ARCADE; Year=2011,93
Free=true; Genre=GAME_ROLE_PLAYING; Year=2020,2699
Free=false; Genre=GAME_STRATEGY; Year=2021,84
Free=true; Genre=SHOPPING; Year=2021,45054
Free=false; Genre=GAME_CASUAL; Year=2019,221
Free=true; Genre=GAME_ROLE_PLAYING; Year=2015,349
Free=true; Genre=COMICS; Year=2022,617
Free=false; Genre=GAME_CARD; Year=2019,60
Free=true; Genre=COMMUNICATION; Year=2015,1981
Free=false; Genre=FINANCE; Year=2021,222
Free=false; Genre=GAME_CASUAL; Year=2015,105
Free=false; Genre=BEAUTY; Year=2017,6
Free=true; Genre=DATING; Year=2018,505
Free=true; Genre=GAME_CASINO; Year=2014,278
Free=false; Genre=BOOKS_AND_REFERENCE; Year=2011,274
Free=true; Genre=GAME_CARD; Year=2016,683
Free=true; Genre=ART_AND_DESIGN; Year=2018,2513
Free=true; Genre=ENTERTAINMENT; Year=2019,26765
Free=true; Genre=HEALTH_AND_FITNESS; Year=2013,84
Free=true; Genre=MEDICAL; Year=2018,5375
Free=true; Genre=COMMUNICATION; Year=2017,4942
Free=true; Genre=GAME_EDUCATIONAL; Year=2021,5623
Free=true; Genre=SOCIAL; Year=2020,15934
Free=true; Genre=AUTO_AND_VEHICLES; Year=2016,949
Free=false; Genre=COMMUNICATION; Year=2020,200
Free=true; Genre=GAME_CASUAL; Year=2022,20534
Free=true; Genre=FOOD_AND_DRINK; Year=2016,3378
Free=true; Genre=GAME_RACING; Year=2015,711
Free=false; Genre=BOOKS_AND_REFERENCE; Year=2017,538
Free=false; Genre=GAME_BOARD; Year=2015,55
Free=false; Genre=GAME_WORD; Year=2017,32
Free=false; Genre=HEALTH_AND_FITNESS; Year=2016,214
Free=true; Genre=TRAVEL_AND_LOCAL; Year=2021,14678
Free=false; Genre=GAME_ADVENTURE; Year=2021,275
Free=false; Genre=GAME_STRATEGY; Year=2019,124
Free=true; Genre=BEAUTY; Year=2016,351
Free=false; Genre=GAME_CASINO; Year=2022,22
Free=true; Genre=GAME_EDUCATIONAL; Year=2018,2758
Free=false; Genre=COMICS; Year=2015,8
Free=false; Genre=ENTERTAINMENT; Year=2014,254
Free=true; Genre=GAME_CASINO; Year=2016,462
Free=true; Genre=NEWS_AND_MAGAZINES; Year=2019,7735
Free=true; Genre=SHOPPING; Year=2017,6363
Free=false; Genre=GAME_SIMULATION; Year=2017,102
Free=true; Genre=BUSINESS; Year=2014,4325
Free=false; Genre=EDUCATION; Year=2018,2025
Free=false; Genre=GAME_ROLE_PLAYING; Year=2018,114
Free=true; Genre=HEALTH_AND_FITNESS; Year=2018,1443
Free=true; Genre=ENTERTAINMENT; Year=2012,1068
Free=false; Genre=GAME_ROLE_PLAYING; Year=2014,87
Free=false; Genre=GAME_WORD; Year=2020,57
Free=true; Genre=BOOKS_AND_REFERENCE; Year=2015,4611
Free=true; Genre=BOOKS_AND_REFERENCE; Year=2021,26140
Free=false; Genre=GAME_EDUCATIONAL; Year=2021,250
Free=false; Genre=GAME_PUZZLE; Year=2020,376
Free=false; Genre=GAME_SPORTS; Year=2012,28
Free=true; Genre=GAME_WORD; Year=2013,160
Free=true; Genre=PHOTOGRAPHY; Year=2020,6810
Free=true; Genre=FOOD_AND_DRINK; Year=2014,620
Free=true; Genre=COMICS; Year=2016,122
Free=false; Genre=GAME_ROLE_PLAYING; Year=2022,78
Free=false; Genre=AUTO_AND_VEHICLES; Year=2018,107
Free=false; Genre=BOOKS_AND_REFERENCE; Year=2015,586
Free=true; Genre=FOOD_AND_DRINK; Year=2018,13667
Free=false; Genre=COMMUNICATION; Year=2014,62
Free=true; Genre=GAME_PUZZLE; Year=2014,1991
Free=true; Genre=AUTO_AND_VEHICLES; Year=2022,4557
Free=true; Genre=GAME_ARCADE; Year=2014,1782
Free=true; Genre=GAME_STRATEGY; Year=2014,298
Free=true; Genre=GAME_ROLE_PLAYING; Year=2010,16
Free=true; Genre=GAME_WORD; Year=2014,368
Free=false; Genre=GAME_WORD; Year=2022,37
Free=true; Genre=BOOKS_AND_REFERENCE; Year=2022,21612
Free=true; Genre=GAME_ROLE_PLAYING; Year=2017,828
Free=false; Genre=GAME_SIMULATION; Year=2013,35
Free=true; Genre=ART_AND_DESIGN; Year=2020,5050
Free=true; Genre=GAME_STRATEGY; Year=2013,165
Free=true; Genre=MUSIC_AND_AUDIO; Year=2016,7468
Free=false; Genre=EVENTS; Year=2022,19
Free=true; Genre=GAME_CARD; Year=2017,787
Free=true; Genre=GAME_CASUAL; Year=2013,967
Free=true; Genre=GAME_CASUAL; Year=2017,3714
Free=true; Genre=GAME_RACING; Year=2014,482
Free=true; Genre=GAME_RACING; Year=2016,730
Free=false; Genre=GAME_WORD; Year=2019,60
Free=false; Genre=HEALTH_AND_FITNESS; Year=2017,216
Free=true; Genre=FINANCE; Year=2011,716
Free=true; Genre=GAME_TRIVIA; Year=2020,4055
Free=true; Genre=FINANCE; Year=2013,1770
Free=true; Genre=GAME_RACING; Year=2021,3209
Free=true; Genre=GAME_ROLE_PLAYING; Year=2022,4019
Free=false; Genre=EDUCATION; Year=2019,2050
Free=true; Genre=LIFESTYLE; Year=2018,14861
Free=true; Genre=PRODUCTIVITY; Year=2019,24600
Free=true; Genre=FINANCE; Year=2017,7900
Free=true; Genre=GAME_ADVENTURE; Year=2022,6450
Free=true; Genre=BEAUTY; Year=2019,4846
Free=false; Genre=EDUCATION; Year=2020,2080
Free=true; Genre=MEDICAL; Year=2022,4629
Free=true; Genre=NEWS_AND_MAGAZINES; Year=2018,5021
Free=false; Genre=SOCIAL; Year=2018,59
Free=false; Genre=MAPS_AND_NAVIGATION; Year=2013,51
Free=false; Genre=PERSONALIZATION; Year=2019,1394
Free=true; Genre=MAPS_AND_NAVIGATION; Year=2016,2528
Free=true; Genre=NEWS_AND_MAGAZINES; Year=2014,2128
Free=true; Genre=PHOTOGRAPHY; Year=2011,110
Free=false; Genre=TRAVEL_AND_LOCAL; Year=2017,196
Free=false; Genre=PHOTOGRAPHY; Year=2017,101
Free=false; Genre=SOCIAL; Year=2013,24
Free=false; Genre=PRODUCTIVITY; Year=2016,260
Free=true; Genre=MAPS_AND_NAVIGATION; Year=2018,4047
Free=true; Genre=PERSONALIZATION; Year=2017,4995
Free=false; Genre=PHOTOGRAPHY; Year=2022,72
Free=false; Genre=WEATHER; Year=2015,33
Free=false; Genre=MAPS_AND_NAVIGATION; Year=2017,223
Free=true; Genre=MUSIC_AND_AUDIO; Year=2013,1956
Free=false; Genre=SPORTS; Year=2021,215
Free=true; Genre=NEWS_AND_MAGAZINES; Year=2015,2695
Free=false; Genre=MUSIC_AND_AUDIO; Year=2014,290
Free=false; Genre=MUSIC_AND_AUDIO; Year=2021,262
Free=false; Genre=PRODUCTIVITY; Year=2020,549
Free=false; Genre=MUSIC_AND_AUDIO; Year=2018,256
Free=true; Genre=NEWS_AND_MAGAZINES; Year=2013,1947
Free=true; Genre=TRAVEL_AND_LOCAL; Year=2015,3579
Free=false; Genre=TRAVEL_AND_LOCAL; Year=2022,61
Free=false; Genre=HOUSE_AND_HOME; Year=2020,41
Free=true; Genre=PARENTING; Year=2014,57
Free=false; Genre=MUSIC_AND_AUDIO; Year=2011,70
Free=true; Genre=PERSONALIZATION; Year=2016,4062
Free=true; Genre=PRODUCTIVITY; Year=2015,3887
Free=false; Genre=ART_AND_DESIGN; Year=2016,18
Free=true; Genre=PARENTING; Year=2020,1167
Free=false; Genre=PERSONALIZATION; Year=2017,1445
Free=true; Genre=TRAVEL_AND_LOCAL; Year=2012,946
Free=true; Genre=LIBRARIES_AND_DEMO; Year=2017,503
Free=true; Genre=TRAVEL_AND_LOCAL; Year=2011,528
Free=false; Genre=PRODUCTIVITY; Year=2022,261
Free=false; Genre=SOCIAL; Year=2019,87
Free=false; Genre=MAPS_AND_NAVIGATION; Year=2022,31
Free=false; Genre=SHOPPING; Year=2018,24
Free=false; Genre=LIFESTYLE; Year=2017,300
Free=true; Genre=TRAVEL_AND_LOCAL; Year=2016,5068
Free=false; Genre=VIDEO_PLAYERS; Year=2011,42
Free=true; Genre=VIDEO_PLAYERS; Year=2016,892
Free=false; Genre=PHOTOGRAPHY; Year=2015,74
Free=true; Genre=TRAVEL_AND_LOCAL; Year=2018,9720
Free=true; Genre=NEWS_AND_MAGAZINES; Year=2022,4164
Free=false; Genre=PERSONALIZATION; Year=2010,73
Free=true; Genre=SPORTS; Year=2012,710
Free=true; Genre=TRAVEL_AND_LOCAL; Year=2013,2552
Free=false; Genre=PERSONALIZATION; Year=2022,3930
Free=false; Genre=PRODUCTIVITY; Year=2012,229
Free=false; Genre=MAPS_AND_NAVIGATION; Year=2020,144
Free=false; Genre=LIBRARIES_AND_DEMO; Year=2012,13
Free=true; Genre=MEDICAL; Year=2016,2669
Free=false; Genre=NEWS_AND_MAGAZINES; Year=2019,30
Free=false; Genre=PRODUCTIVITY; Year=2015,266
Free=true; Genre=TOOLS; Year=2018,19248
Free=false; Genre=NEWS_AND_MAGAZINES; Year=2020,46
Free=false; Genre=PERSONALIZATION; Year=2015,1408
Free=false; Genre=SPORTS; Year=2020,304
Free=true; Genre=MAPS_AND_NAVIGATION; Year=2020,7063
Free=false; Genre=SHOPPING; Year=2013,19
Free=true; Genre=HOUSE_AND_HOME; Year=2012,11
Free=true; Genre=MUSIC_AND_AUDIO; Year=2012,786
Free=true; Genre=SPORTS; Year=2017,4270
Free=false; Genre=HOUSE_AND_HOME; Year=2021,32
Free=false; Genre=TOOLS; Year=2020,1431
Free=false; Genre=SHOPPING; Year=2010,11
Free=false; Genre=LIBRARIES_AND_DEMO; Year=2016,8
Free=false; Genre=MUSIC_AND_AUDIO; Year=2017,309
Free=true; Genre=PERSONALIZATION; Year=2010,105
Free=true; Genre=PRODUCTIVITY; Year=2012,1025
Free=false; Genre=MEDICAL; Year=2014,194
Free=false; Genre=PARENTING; Year=2020,47
Free=false; Genre=SPORTS; Year=2016,130
Free=false; Genre=LIFESTYLE; Year=2020,335
Free=true; Genre=SHOPPING; Year=2011,239
Free=true; Genre=TRAVEL_AND_LOCAL; Year=2010,216
Free=true; Genre=HOUSE_AND_HOME; Year=2018,272
Free=true; Genre=TOOLS; Year=2017,13658
Free=true; Genre=VIDEO_PLAYERS; Year=2013,323
Free=true; Genre=MAPS_AND_NAVIGATION; Year=2014,1331
Free=true; Genre=VIDEO_PLAYERS; Year=2015,770
Free=false; Genre=HOUSE_AND_HOME; Year=2019,45
Free=true; Genre=MEDICAL; Year=2014,1245
Free=true; Genre=PRODUCTIVITY; Year=2014,2651
Free=false; Genre=SOCIAL; Year=2020,100
Free=false; Genre=TRAVEL_AND_LOCAL; Year=2019,226
Free=true; Genre=PERSONALIZATION; Year=2013,1711
Free=true; Genre=PRODUCTIVITY; Year=2011,582
Free=true; Genre=WEATHER; Year=2012,254
Free=true; Genre=ART_AND_DESIGN; Year=2011,2
Free=false; Genre=HOUSE_AND_HOME; Year=2011,3
Free=false; Genre=LIFESTYLE; Year=2014,199
Free=true; Genre=SOCIAL; Year=2018,5256
Free=true; Genre=SOCIAL; Year=2019,10771
Free=false; Genre=PHOTOGRAPHY; Year=2019,119
Free=false; Genre=SPORTS; Year=2018,161
Free=false; Genre=WEATHER; Year=2016,34
Free=true; Genre=LIBRARIES_AND_DEMO; Year=2022,731
Free=false; Genre=MUSIC_AND_AUDIO; Year=2012,149
Free=false; Genre=LIFESTYLE; Year=2015,175
Free=false; Genre=SPORTS; Year=2017,268
Free=true; Genre=MEDICAL; Year=2017,3968
Free=false; Genre=PERSONALIZATION; Year=2011,412
Free=false; Genre=PHOTOGRAPHY; Year=2020,152
Free=false; Genre=MEDICAL; Year=2021,167
Free=false; Genre=NEWS_AND_MAGAZINES; Year=2022,12
Free=false; Genre=WEATHER; Year=2021,33
Free=false; Genre=WEATHER; Year=2022,25
Free=true; Genre=PARENTING; Year=2018,575
Free=true; Genre=MAPS_AND_NAVIGATION; Year=2013,797
Free=true; Genre=TOOLS; Year=2011,1386
Free=false; Genre=MUSIC_AND_AUDIO; Year=2016,356
Free=false; Genre=TOOLS; Year=2019,1050
Free=false; Genre=WEATHER; Year=2017,24
Free=false; Genre=HOUSE_AND_HOME; Year=2017,20
Free=false; Genre=TRAVEL_AND_LOCAL; Year=2015,258
Free=false; Genre=TOOLS; Year=2018,852
Free=true; Genre=HOUSE_AND_HOME; Year=2015,28
Free=true; Genre=PERSONALIZATION; Year=2011,392
Free=true; Genre=HOUSE_AND_HOME; Year=2011,9
Free=false; Genre=MEDICAL; Year=2018,271
Free=false; Genre=PHOTOGRAPHY; Year=2021,122
Free=false; Genre=PRODUCTIVITY; Year=2010,75
Free=false; Genre=VIDEO_PLAYERS; Year=2019,29
Free=true; Genre=LIBRARIES_AND_DEMO; Year=2013,108
Free=true; Genre=LIFESTYLE; Year=2012,1131
Free=true; Genre=PERSONALIZATION; Year=2014,2919
Free=false; Genre=MUSIC_AND_AUDIO; Year=2013,139
Free=true; Genre=PHOTOGRAPHY; Year=2012,177
Free=true; Genre=BEAUTY; Year=2014,33
Free=false; Genre=PERSONALIZATION; Year=2018,2035
Free=true; Genre=SPORTS; Year=2015,2369
Free=false; Genre=SPORTS; Year=2022,328
Free=false; Genre=PRODUCTIVITY; Year=2011,173
Free=true; Genre=HOUSE_AND_HOME; Year=2017,136
Free=false; Genre=PARENTING; Year=2021,28
Free=false; Genre=PERSONALIZATION; Year=2016,1569
Free=true; Genre=LIFESTYLE; Year=2015,8120
Free=true; Genre=SHOPPING; Year=2015,2698
Free=false; Genre=PRODUCTIVITY; Year=2018,378
Free=false; Genre=SPORTS; Year=2014,166
Free=true; Genre=PARENTING; Year=2017,483
Free=false; Genre=PRODUCTIVITY; Year=2019,438
Free=false; Genre=VIDEO_PLAYERS; Year=2017,30
Free=true; Genre=LIBRARIES_AND_DEMO; Year=2014,203
Free=true; Genre=MAPS_AND_NAVIGATION; Year=2015,2051
Free=false; Genre=MEDICAL; Year=2022,81
Free=false; Genre=MAPS_AND_NAVIGATION; Year=2019,238
Free=true; Genre=MEDICAL; Year=2013,727
Free=true; Genre=SHOPPING; Year=2016,5317
Free=false; Genre=SHOPPING; Year=2020,50
Free=true; Genre=WEATHER; Year=2015,427
Free=false; Genre=WEATHER; Year=2019,28
Free=false; Genre=LIFESTYLE; Year=2021,334
Free=true; Genre=LIFESTYLE; Year=2017,13964
Free=true; Genre=MEDICAL; Year=2021,9642
Free=false; Genre=SPORTS; Year=2019,282
Free=false; Genre=PARENTING; Year=2018,20
Free=true; Genre=SPORTS; Year=2019,8033
Free=true; Genre=MEDICAL; Year=2011,175
Free=true; Genre=LIBRARIES_AND_DEMO; Year=2021,1073
Free=false; Genre=MUSIC_AND_AUDIO; Year=2015,289
Free=false; Genre=MEDICAL; Year=2015,190
Free=false; Genre=MUSIC_AND_AUDIO; Year=2010,27
Free=true; Genre=PRODUCTIVITY; Year=2016,5731
Free=false; Genre=SHOPPING; Year=2017,17
Free=false; Genre=SOCIAL; Year=2021,94
Free=true; Genre=WEATHER; Year=2017,631
Free=true; Genre=HOUSE_AND_HOME; Year=2014,21
Free=false; Genre=HOUSE_AND_HOME; Year=2022,13
Free=false; Genre=TRAVEL_AND_LOCAL; Year=2010,30
Free=true; Genre=VIDEO_PLAYERS; Year=2011,137
Free=true; Genre=PHOTOGRAPHY; Year=2013,393
Free=false; Genre=PHOTOGRAPHY; Year=2016,100
Free=true; Genre=SPORTS; Year=2016,3073
Free=true; Genre=WEATHER; Year=2014,422
Free=false; Genre=NEWS_AND_MAGAZINES; Year=2014,10
Free=true; Genre=LIFESTYLE; Year=2016,11878
Free=true; Genre=VIDEO_PLAYERS; Year=2017,738
Free=false; Genre=MAPS_AND_NAVIGATION; Year=2016,279
Free=false; Genre=ART_AND_DESIGN; Year=2014,2
Free=true; Genre=SOCIAL; Year=2015,1473
Free=true; Genre=LIBRARIES_AND_DEMO; Year=2018,745
Free=true; Genre=MUSIC_AND_AUDIO; Year=2014,2943
Free=false; Genre=MEDICAL; Year=2012,124
Free=false; Genre=PERSONALIZATION; Year=2021,3187
Free=true; Genre=SPORTS; Year=2013,1288
Free=false; Genre=TOOLS; Year=2021,1070
Free=false; Genre=MEDICAL; Year=2019,388
Free=true; Genre=MUSIC_AND_AUDIO; Year=2011,561
Free=true; Genre=NEWS_AND_MAGAZINES; Year=2016,3105
Free=false; Genre=PARENTING; Year=2019,35
Free=true; Genre=VIDEO_PLAYERS; Year=2014,551
Free=true; Genre=HOUSE_AND_HOME; Year=2019,594
Free=false; Genre=TRAVEL_AND_LOCAL; Year=2020,326
Free=true; Genre=VIDEO_PLAYERS; Year=2019,1834
Free=false; Genre=MAPS_AND_NAVIGATION; Year=2014,61
Free=false; Genre=MAPS_AND_NAVIGATION; Year=2018,227
Free=false; Genre=PERSONALIZATION; Year=2014,1136
Free=true; Genre=PHOTOGRAPHY; Year=2016,2486
Free=false; Genre=VIDEO_PLAYERS; Year=2020,50
Free=true; Genre=MUSIC_AND_AUDIO; Year=2010,115
Free=true; Genre=LIBRARIES_AND_DEMO; Year=2011,44
Free=false; Genre=PARENTING; Year=2017,23
Free=true; Genre=SHOPPING; Year=2012,416
Free=false; Genre=VIDEO_PLAYERS; Year=2021,38
Free=true; Genre=NEWS_AND_MAGAZINES; Year=2011,772
Free=true; Genre=SPORTS; Year=2014,1786
Free=true; Genre=PHOTOGRAPHY; Year=2014,747
Free=true; Genre=SOCIAL; Year=2014,879
Free=false; Genre=MAPS_AND_NAVIGATION; Year=2012,34
Free=true; Genre=TOOLS; Year=2013,3396
Free=true; Genre=WEATHER; Year=2011,174
Free=true; Genre=ART_AND_DESIGN; Year=2015,81
Free=false; Genre=LIFESTYLE; Year=2010,35
Free=false; Genre=LIFESTYLE; Year=2018,225
Free=true; Genre=MUSIC_AND_AUDIO; Year=2015,5739
Free=false; Genre=PERSONALIZATION; Year=2012,557
Free=true; Genre=PARENTING; Year=2021,1165
Free=false; Genre=TRAVEL_AND_LOCAL; Year=2014,330
Free=true; Genre=TOOLS; Year=2010,522
Free=true; Genre=LIBRARIES_AND_DEMO; Year=2020,1376
Free=false; Genre=SPORTS; Year=2015,147
Free=false; Genre=TOOLS; Year=2016,578
Free=false; Genre=NEWS_AND_MAGAZINES; Year=2018,14
Free=true; Genre=PERSONALIZATION; Year=2012,1116
Free=false; Genre=TOOLS; Year=2014,578
Free=true; Genre=TRAVEL_AND_LOCAL; Year=2017,7538
Free=true; Genre=MUSIC_AND_AUDIO; Year=2017,10999
Free=true; Genre=MAPS_AND_NAVIGATION; Year=2019,8130
Free=false; Genre=MEDICAL; Year=2013,127
Free=false; Genre=MUSIC_AND_AUDIO; Year=2019,344
Free=true; Genre=PARENTING; Year=2015,93
Free=true; Genre=PERSONALIZATION; Year=2015,3626
Free=true; Genre=LIFESTYLE; Year=2014,4576
Free=true; Genre=SHOPPING; Year=2010,114
Free=false; Genre=LIFESTYLE; Year=2019,273
Free=true; Genre=PHOTOGRAPHY; Year=2015,1573
Free=true; Genre=PRODUCTIVITY; Year=2013,1508
Free=false; Genre=MAPS_AND_NAVIGATION; Year=2010,10
Free=true; Genre=WEATHER; Year=2018,775
Free=false; Genre=HOUSE_AND_HOME; Year=2018,20
Free=true; Genre=LIBRARIES_AND_DEMO; Year=2015,208
Free=false; Genre=TOOLS; Year=2011,280
Free=true; Genre=WEATHER; Year=2013,281
Free=false; Genre=MAPS_AND_NAVIGATION; Year=2011,32
Free=false; Genre=NEWS_AND_MAGAZINES; Year=2013,19
Free=false; Genre=WEATHER; Year=2012,27
Free=true; Genre=PHOTOGRAPHY; Year=2019,5923
Free=false; Genre=LIFESTYLE; Year=2013,151
Free=false; Genre=HEALTH_AND_FITNESS; Year=2022,149
Free=true; Genre=LIFESTYLE; Year=2013,2404
Free=false; Genre=TRAVEL_AND_LOCAL; Year=2011,74
Free=false; Genre=SOCIAL; Year=2017,37
Free=false; Genre=LIBRARIES_AND_DEMO; Year=2021,13
Free=false; Genre=PARENTING; Year=2022,22
Free=false; Genre=TOOLS; Year=2017,701
Free=false; Genre=MUSIC_AND_AUDIO; Year=2022,127
Free=true; Genre=TOOLS; Year=2012,2295
Free=true; Genre=SHOPPING; Year=2014,1290
Free=false; Genre=VIDEO_PLAYERS; Year=2022,36
Free=false; Genre=PERSONALIZATION; Year=2020,1833
Free=true; Genre=WEATHER; Year=2016,480
Free=true; Genre=HOUSE_AND_HOME; Year=2016,62
Free=true; Genre=LIFESTYLE; Year=2011,602
Free=true; Genre=PARENTING; Year=2019,1093
Free=true; Genre=MAPS_AND_NAVIGATION; Year=2017,3033
Free=false; Genre=MUSIC_AND_AUDIO; Year=2020,528
Free=true; Genre=NEWS_AND_MAGAZINES; Year=2017,4340
Free=true; Genre=SOCIAL; Year=2010,60
Free=true; Genre=SOCIAL; Year=2012,259
Free=false; Genre=TRAVEL_AND_LOCAL; Year=2021,123
Free=true; Genre=TRAVEL_AND_LOCAL; Year=2014,2621
Free=false; Genre=VIDEO_PLAYERS; Year=2013,43
Free=false; Genre=PRODUCTIVITY; Year=2014,244
Free=true; Genre=SHOPPING; Year=2013,668
Free=false; Genre=SOCIAL; Year=2022,26
Free=false; Genre=LIFESTYLE; Year=2012,134
Free=true; Genre=MAPS_AND_NAVIGATION; Year=2012,551
Free=false; Genre=HOUSE_AND_HOME; Year=2014,2
Free=true; Genre=HOUSE_AND_HOME; Year=2020,951
Free=false; Genre=TOOLS; Year=2012,405
Free=false; Genre=TRAVEL_AND_LOCAL; Year=2018,165
Free=true; Genre=MAPS_AND_NAVIGATION; Year=2011,317
Free=false; Genre=TRAVEL_AND_LOCAL; Year=2013,276
Free=false; Genre=LIFESTYLE; Year=2022,278
Free=true; Genre=NEWS_AND_MAGAZINES; Year=2012,1404
Free=false; Genre=TRAVEL_AND_LOCAL; Year=2016,182
Free=true; Genre=ART_AND_DESIGN; Year=2012,12
Free=false; Genre=LIFESTYLE; Year=2016,183
Free=false; Genre=VIDEO_PLAYERS; Year=2016,50
Free=true; Genre=PARENTING; Year=2016,191
Free=false; Genre=MEDICAL; Year=2017,166
Free=true; Genre=SOCIAL; Year=2013,474
Free=false; Genre=SHOPPING; Year=2022,15
Free=true; Genre=SPORTS; Year=2018,5349
Free=true; Genre=TOOLS; Year=2015,6569
Free=false; Genre=PHOTOGRAPHY; Year=2018,74
Free=false; Genre=PRODUCTIVITY; Year=2017,316
Free=true; Genre=LIBRARIES_AND_DEMO; Year=2016,372
Free=false; Genre=MAPS_AND_NAVIGATION; Year=2015,68
Free=false; Genre=NEWS_AND_MAGAZINES; Year=2021,17
Free=true; Genre=SOCIAL; Year=2011,150
Free=true; Genre=VIDEO_PLAYERS; Year=2020,3069
Free=false; Genre=SPORTS; Year=2013,146
Free=false; Genre=WEATHER; Year=2013,30
Free=false; Genre=PHOTOGRAPHY; Year=2011,47
Free=false; Genre=LIBRARIES_AND_DEMO; Year=2019,21
Free=false; Genre=VIDEO_PLAYERS; Year=2018,25
